,Assay,Sample,Ct,treatment,time,cell_line,replicate
86963,MMP1,Control_2_B_3,23.75077,Control,2,B,3
86964,MMP14,Control_2_B_3,22.28149,Control,2,B,3
86965,NOX4,Control_2_B_3,32.18555,Control,2,B,3
86966,PMEPA1,Control_2_B_3,30.12271,Control,2,B,3
86967,TIMP1,Control_2_B_3,19.91463,Control,2,B,3
86968,FGF2,Control_2_B_3,26.70893,Control,2,B,3
86970,GUSB,Control_2_B_3,26.5492,Control,2,B,3
86971,ID1,Control_2_B_3,27.3905,Control,2,B,3
86972,SKI,Control_2_B_3,24.52852,Control,2,B,3
86973,SMAD3,Control_2_B_3,24.69479,Control,2,B,3
86974,SPARC,Control_2_B_3,21.56479,Control,2,B,3
86975,TGFBR1,Control_2_B_3,26.70991,Control,2,B,3
86976,VIM,Control_2_B_3,17.71432,Control,2,B,3
86977,TP53BP1,TGFb_8_H_3,24.94029,TGFb,8,H,3
86978,ADAMTS1,TGFb_8_H_3,25.76391,TGFb,8,H,3
86979,B2M,TGFb_8_H_3,20.60873,TGFb,8,H,3
86980,BHLHE40,TGFb_8_H_3,27.49513,TGFb,8,H,3
86981,ITGA1,TGFb_8_H_3,26.34955,TGFb,8,H,3
86982,JUN,TGFb_8_H_3,25.46788,TGFb,8,H,3
86983,LARP6,TGFb_8_H_3,24.68412,TGFb,8,H,3
86984,LOXL2,TGFb_8_H_3,26.91459,TGFb,8,H,3
86985,THBS1,TGFb_8_H_3,22.58497,TGFb,8,H,3
86986,CTGF,TGFb_8_H_3,24.46457,TGFb,8,H,3
86987,EGR2,TGFb_8_H_3,NA,TGFb,8,H,3
86988,ENG,TGFb_8_H_3,24.74601,TGFb,8,H,3
86989,FBLN1,TGFb_8_H_3,19.33395,TGFb,8,H,3
86990,PPIA,TGFb_8_H_3,22.21563,TGFb,8,H,3
86991,PTEN,TGFb_8_H_3,25.08443,TGFb,8,H,3
86992,RARG,TGFb_8_H_3,24.87265,TGFb,8,H,3
86993,SERPINE1,TGFb_8_H_3,23.4403,TGFb,8,H,3
86994,VCAN,TGFb_8_H_3,23.73934,TGFb,8,H,3
86995,CAV1,TGFb_8_H_3,21.09233,TGFb,8,H,3
86997,COL1A1,TGFb_8_H_3,21.00054,TGFb,8,H,3
86999,LTBP2,TGFb_8_H_3,22.40759,TGFb,8,H,3
87000,MMP13,TGFb_8_H_3,29.65947,TGFb,8,H,3
87001,MMP2,TGFb_8_H_3,20.46205,TGFb,8,H,3
87002,PDGFA,TGFb_8_H_3,30.25325,TGFb,8,H,3
87003,THBS2,TGFb_8_H_3,22.60125,TGFb,8,H,3
87004,FBN1,TGFb_8_H_3,21.26727,TGFb,8,H,3
87005,FN1,TGFb_8_H_3,17.92625,TGFb,8,H,3
87006,GADD45B,TGFb_8_H_3,26.55262,TGFb,8,H,3
87007,HAS2,TGFb_8_H_3,26.73107,TGFb,8,H,3
87008,SERPINE2,TGFb_8_H_3,22.42677,TGFb,8,H,3
87009,SKIL,TGFb_8_H_3,24.50545,TGFb,8,H,3
87010,SMAD7,TGFb_8_H_3,28.16399,TGFb,8,H,3
87011,TGFB1,TGFb_8_H_3,25.18929,TGFb,8,H,3
87012,VEGFA,TGFb_8_H_3,27.15877,TGFb,8,H,3
87014,ACTA2,TGFb_8_H_3,25.76407,TGFb,8,H,3
87015,ATP6AP1,TGFb_8_H_3,25.19339,TGFb,8,H,3
87016,BGN,TGFb_8_H_3,25.50624,TGFb,8,H,3
87017,IL6,TGFb_8_H_3,29.11431,TGFb,8,H,3
87018,ITGA2,TGFb_8_H_3,27.25839,TGFb,8,H,3
87019,JUNB,TGFb_8_H_3,26.18884,TGFb,8,H,3
87020,LOXL1,TGFb_8_H_3,24.2031,TGFb,8,H,3
87021,TGFBR2,TGFb_8_H_3,23.9437,TGFb,8,H,3
87022,COL5A1,TGFb_8_H_3,27.96676,TGFb,8,H,3
87023,DCN,TGFb_8_H_3,19.21802,TGFb,8,H,3
87024,ELN,TGFb_8_H_3,25.64671,TGFb,8,H,3
87025,ETS1,TGFb_8_H_3,27.3227,TGFb,8,H,3
87026,CDKN2A,TGFb_8_H_3,26.25852,TGFb,8,H,3
87027,PSMD14,TGFb_8_H_3,27.0893,TGFb,8,H,3
87028,RARA,TGFb_8_H_3,27.06465,TGFb,8,H,3
87029,RHOB,TGFb_8_H_3,25.1849,TGFb,8,H,3
87030,TIMP3,TGFb_8_H_3,21.96634,TGFb,8,H,3
87031,PPP3CA,TGFb_8_H_3,24.46939,TGFb,8,H,3
87032,CDKN2B,TGFb_8_H_3,29.10993,TGFb,8,H,3
87033,COL1A2,TGFb_8_H_3,20.97772,TGFb,8,H,3
87034,COL4A1,TGFb_8_H_3,26.59731,TGFb,8,H,3
87035,MMP1,TGFb_8_H_3,23.73462,TGFb,8,H,3
87036,MMP14,TGFb_8_H_3,22.3832,TGFb,8,H,3
87037,NOX4,TGFb_8_H_3,27.38478,TGFb,8,H,3
87038,PMEPA1,TGFb_8_H_3,24.91277,TGFb,8,H,3
87039,TIMP1,TGFb_8_H_3,20.12248,TGFb,8,H,3
87040,FGF2,TGFb_8_H_3,27.14387,TGFb,8,H,3
87042,GUSB,TGFb_8_H_3,26.43532,TGFb,8,H,3
87043,ID1,TGFb_8_H_3,27.45288,TGFb,8,H,3
87044,SKI,TGFb_8_H_3,23.9061,TGFb,8,H,3
87045,SMAD3,TGFb_8_H_3,25.16316,TGFb,8,H,3
87046,SPARC,TGFb_8_H_3,21.74162,TGFb,8,H,3
87047,TGFBR1,TGFb_8_H_3,26.6423,TGFb,8,H,3
87048,VIM,TGFb_8_H_3,17.48268,TGFb,8,H,3
87049,TP53BP1,Control_48_B_3,24.64235,Control,48,B,3
87050,ADAMTS1,Control_48_B_3,24.38783,Control,48,B,3
87051,B2M,Control_48_B_3,20.20535,Control,48,B,3
87052,BHLHE40,Control_48_B_3,28.25068,Control,48,B,3
87053,ITGA1,Control_48_B_3,28.07507,Control,48,B,3
87054,JUN,Control_48_B_3,23.71585,Control,48,B,3
87055,LARP6,Control_48_B_3,25.70566,Control,48,B,3
87056,LOXL2,Control_48_B_3,26.36889,Control,48,B,3
87057,THBS1,Control_48_B_3,20.57189,Control,48,B,3
87058,CTGF,Control_48_B_3,24.4193,Control,48,B,3
87059,EGR2,Control_48_B_3,NA,Control,48,B,3
87060,ENG,Control_48_B_3,24.54114,Control,48,B,3
87061,FBLN1,Control_48_B_3,19.13812,Control,48,B,3
87062,PPIA,Control_48_B_3,22.57508,Control,48,B,3
87063,PTEN,Control_48_B_3,24.65944,Control,48,B,3
87064,RARG,Control_48_B_3,25.57454,Control,48,B,3
87065,SERPINE1,Control_48_B_3,23.83017,Control,48,B,3
87066,VCAN,Control_48_B_3,23.07593,Control,48,B,3
87067,CAV1,Control_48_B_3,21.30907,Control,48,B,3
87069,COL1A1,Control_48_B_3,19.70599,Control,48,B,3
87071,LTBP2,Control_48_B_3,24.27009,Control,48,B,3
87072,MMP13,Control_48_B_3,28.23642,Control,48,B,3
87073,MMP2,Control_48_B_3,20.92081,Control,48,B,3
87074,PDGFA,Control_48_B_3,29.19449,Control,48,B,3
87075,THBS2,Control_48_B_3,22.68093,Control,48,B,3
87076,FBN1,Control_48_B_3,22.51041,Control,48,B,3
87077,FN1,Control_48_B_3,18.49123,Control,48,B,3
87078,GADD45B,Control_48_B_3,27.53101,Control,48,B,3
87079,HAS2,Control_48_B_3,28.23084,Control,48,B,3
87080,SERPINE2,Control_48_B_3,23.66391,Control,48,B,3
87081,SKIL,Control_48_B_3,25.91763,Control,48,B,3
87082,SMAD7,Control_48_B_3,27.93117,Control,48,B,3
87083,TGFB1,Control_48_B_3,25.13769,Control,48,B,3
87084,VEGFA,Control_48_B_3,27.01225,Control,48,B,3
87086,ACTA2,Control_48_B_3,23.79788,Control,48,B,3
87087,ATP6AP1,Control_48_B_3,25.0753,Control,48,B,3
87088,BGN,Control_48_B_3,23.17055,Control,48,B,3
87089,IL6,Control_48_B_3,29.31401,Control,48,B,3
87090,ITGA2,Control_48_B_3,27.29308,Control,48,B,3
87091,JUNB,Control_48_B_3,27.25703,Control,48,B,3
87092,LOXL1,Control_48_B_3,23.37661,Control,48,B,3
87093,TGFBR2,Control_48_B_3,23.80941,Control,48,B,3
87094,COL5A1,Control_48_B_3,26.77452,Control,48,B,3
87095,DCN,Control_48_B_3,19.14312,Control,48,B,3
87096,ELN,Control_48_B_3,29.083,Control,48,B,3
87097,ETS1,Control_48_B_3,26.29535,Control,48,B,3
87098,CDKN2A,Control_48_B_3,27.49488,Control,48,B,3
87099,PSMD14,Control_48_B_3,27.16014,Control,48,B,3
87100,RARA,Control_48_B_3,28.13935,Control,48,B,3
87101,RHOB,Control_48_B_3,24.85348,Control,48,B,3
87102,TIMP3,Control_48_B_3,23.19823,Control,48,B,3
87103,PPP3CA,Control_48_B_3,24.69823,Control,48,B,3
87104,CDKN2B,Control_48_B_3,30.17038,Control,48,B,3
87105,COL1A2,Control_48_B_3,19.82562,Control,48,B,3
87106,COL4A1,Control_48_B_3,26.11919,Control,48,B,3
87107,MMP1,Control_48_B_3,27.11542,Control,48,B,3
87108,MMP14,Control_48_B_3,22.13154,Control,48,B,3
87109,NOX4,Control_48_B_3,28.89177,Control,48,B,3
87110,PMEPA1,Control_48_B_3,27.58755,Control,48,B,3
87111,TIMP1,Control_48_B_3,20.02096,Control,48,B,3
87112,FGF2,Control_48_B_3,26.16898,Control,48,B,3
87114,GUSB,Control_48_B_3,26.08147,Control,48,B,3
87115,ID1,Control_48_B_3,28.45926,Control,48,B,3
87116,SKI,Control_48_B_3,24.48851,Control,48,B,3
87117,SMAD3,Control_48_B_3,24.91099,Control,48,B,3
87118,SPARC,Control_48_B_3,21.6418,Control,48,B,3
87119,TGFBR1,Control_48_B_3,25.84266,Control,48,B,3
87120,VIM,Control_48_B_3,17.68366,Control,48,B,3
87121,TP53BP1,Control_4_E_3,25.15122,Control,4,E,3
87122,ADAMTS1,Control_4_E_3,25.14363,Control,4,E,3
87123,B2M,Control_4_E_3,20.46692,Control,4,E,3
87124,BHLHE40,Control_4_E_3,29.75045,Control,4,E,3
87125,ITGA1,Control_4_E_3,28.50321,Control,4,E,3
87126,JUN,Control_4_E_3,23.78568,Control,4,E,3
87127,LARP6,Control_4_E_3,25.52802,Control,4,E,3
87128,LOXL2,Control_4_E_3,26.63689,Control,4,E,3
87129,THBS1,Control_4_E_3,20.90132,Control,4,E,3
87130,CTGF,Control_4_E_3,26.72986,Control,4,E,3
87131,EGR2,Control_4_E_3,NA,Control,4,E,3
87132,ENG,Control_4_E_3,24.39451,Control,4,E,3
87133,FBLN1,Control_4_E_3,19.24328,Control,4,E,3
87134,PPIA,Control_4_E_3,22.80627,Control,4,E,3
87135,PTEN,Control_4_E_3,25.22217,Control,4,E,3
87136,RARG,Control_4_E_3,25.98009,Control,4,E,3
87137,SERPINE1,Control_4_E_3,23.64832,Control,4,E,3
87138,VCAN,Control_4_E_3,24.23771,Control,4,E,3
87139,CAV1,Control_4_E_3,21.24411,Control,4,E,3
87141,COL1A1,Control_4_E_3,21.89723,Control,4,E,3
87143,LTBP2,Control_4_E_3,23.57218,Control,4,E,3
87144,MMP13,Control_4_E_3,29.70506,Control,4,E,3
87145,MMP2,Control_4_E_3,20.73058,Control,4,E,3
87146,PDGFA,Control_4_E_3,30.70177,Control,4,E,3
87147,THBS2,Control_4_E_3,22.79783,Control,4,E,3
87148,FBN1,Control_4_E_3,23.06702,Control,4,E,3
87149,FN1,Control_4_E_3,18.15991,Control,4,E,3
87150,GADD45B,Control_4_E_3,28.34928,Control,4,E,3
87151,HAS2,Control_4_E_3,30.90781,Control,4,E,3
87152,SERPINE2,Control_4_E_3,20.83636,Control,4,E,3
87153,SKIL,Control_4_E_3,27.26475,Control,4,E,3
87154,SMAD7,Control_4_E_3,28.13189,Control,4,E,3
87155,TGFB1,Control_4_E_3,25.09061,Control,4,E,3
87156,VEGFA,Control_4_E_3,26.83371,Control,4,E,3
87158,ACTA2,Control_4_E_3,24.85201,Control,4,E,3
87159,ATP6AP1,Control_4_E_3,24.39139,Control,4,E,3
87160,BGN,Control_4_E_3,23.34679,Control,4,E,3
87161,IL6,Control_4_E_3,29.86899,Control,4,E,3
87162,ITGA2,Control_4_E_3,26.61575,Control,4,E,3
87163,JUNB,Control_4_E_3,26.70559,Control,4,E,3
87164,LOXL1,Control_4_E_3,24.1637,Control,4,E,3
87165,TGFBR2,Control_4_E_3,23.73197,Control,4,E,3
87166,COL5A1,Control_4_E_3,28.61828,Control,4,E,3
87167,DCN,Control_4_E_3,20.63393,Control,4,E,3
87168,ELN,Control_4_E_3,30.79797,Control,4,E,3
87169,ETS1,Control_4_E_3,26.82927,Control,4,E,3
87170,CDKN2A,Control_4_E_3,27.31384,Control,4,E,3
87171,PSMD14,Control_4_E_3,26.84723,Control,4,E,3
87172,RARA,Control_4_E_3,28.60631,Control,4,E,3
87173,RHOB,Control_4_E_3,24.50274,Control,4,E,3
87174,TIMP3,Control_4_E_3,21.34477,Control,4,E,3
87175,PPP3CA,Control_4_E_3,24.87974,Control,4,E,3
87176,CDKN2B,Control_4_E_3,30.88211,Control,4,E,3
87177,COL1A2,Control_4_E_3,21.10662,Control,4,E,3
87178,COL4A1,Control_4_E_3,26.30777,Control,4,E,3
87179,MMP1,Control_4_E_3,23.39515,Control,4,E,3
87180,MMP14,Control_4_E_3,21.78214,Control,4,E,3
87181,NOX4,Control_4_E_3,32.06174,Control,4,E,3
87182,PMEPA1,Control_4_E_3,28.23866,Control,4,E,3
87183,TIMP1,Control_4_E_3,17.96477,Control,4,E,3
87184,FGF2,Control_4_E_3,26.40794,Control,4,E,3
87186,GUSB,Control_4_E_3,26.94877,Control,4,E,3
87187,ID1,Control_4_E_3,27.98902,Control,4,E,3
87188,SKI,Control_4_E_3,25.10561,Control,4,E,3
87189,SMAD3,Control_4_E_3,25.01585,Control,4,E,3
87190,SPARC,Control_4_E_3,21.93379,Control,4,E,3
87191,TGFBR1,Control_4_E_3,26.75207,Control,4,E,3
87192,VIM,Control_4_E_3,18.57904,Control,4,E,3
87193,TP53BP1,Control_48_H_3,25.54313,Control,48,H,3
87194,ADAMTS1,Control_48_H_3,26.63414,Control,48,H,3
87195,B2M,Control_48_H_3,20.65346,Control,48,H,3
87196,BHLHE40,Control_48_H_3,31.806,Control,48,H,3
87197,ITGA1,Control_48_H_3,29.16073,Control,48,H,3
87198,JUN,Control_48_H_3,24.76944,Control,48,H,3
87199,LARP6,Control_48_H_3,25.14186,Control,48,H,3
87200,LOXL2,Control_48_H_3,27.87078,Control,48,H,3
87201,THBS1,Control_48_H_3,22.9759,Control,48,H,3
87202,CTGF,Control_48_H_3,28.08545,Control,48,H,3
87203,EGR2,Control_48_H_3,NA,Control,48,H,3
87204,ENG,Control_48_H_3,25.20079,Control,48,H,3
87205,FBLN1,Control_48_H_3,19.3054,Control,48,H,3
87206,PPIA,Control_48_H_3,22.71219,Control,48,H,3
87207,PTEN,Control_48_H_3,25.05503,Control,48,H,3
87208,RARG,Control_48_H_3,24.84502,Control,48,H,3
87209,SERPINE1,Control_48_H_3,27.02405,Control,48,H,3
87210,VCAN,Control_48_H_3,25.13758,Control,48,H,3
87211,CAV1,Control_48_H_3,21.78744,Control,48,H,3
87213,COL1A1,Control_48_H_3,21.91072,Control,48,H,3
87215,LTBP2,Control_48_H_3,23.69294,Control,48,H,3
87216,MMP13,Control_48_H_3,30.64606,Control,48,H,3
87217,MMP2,Control_48_H_3,20.56249,Control,48,H,3
87218,PDGFA,Control_48_H_3,30.14919,Control,48,H,3
87219,THBS2,Control_48_H_3,22.51574,Control,48,H,3
87220,FBN1,Control_48_H_3,21.77414,Control,48,H,3
87221,FN1,Control_48_H_3,18.74517,Control,48,H,3
87222,GADD45B,Control_48_H_3,29.46604,Control,48,H,3
87223,HAS2,Control_48_H_3,27.64227,Control,48,H,3
87224,SERPINE2,Control_48_H_3,26.62499,Control,48,H,3
87225,SKIL,Control_48_H_3,26.89396,Control,48,H,3
87226,SMAD7,Control_48_H_3,29.36423,Control,48,H,3
87227,TGFB1,Control_48_H_3,26.29305,Control,48,H,3
87228,VEGFA,Control_48_H_3,27.50013,Control,48,H,3
87230,ACTA2,Control_48_H_3,25.30621,Control,48,H,3
87231,ATP6AP1,Control_48_H_3,25.274,Control,48,H,3
87232,BGN,Control_48_H_3,25.75764,Control,48,H,3
87233,IL6,Control_48_H_3,28.22309,Control,48,H,3
87234,ITGA2,Control_48_H_3,27.56654,Control,48,H,3
87235,JUNB,Control_48_H_3,28.35146,Control,48,H,3
87236,LOXL1,Control_48_H_3,24.29011,Control,48,H,3
87237,TGFBR2,Control_48_H_3,24.60316,Control,48,H,3
87238,COL5A1,Control_48_H_3,28.72919,Control,48,H,3
87239,DCN,Control_48_H_3,18.73667,Control,48,H,3
87240,ELN,Control_48_H_3,32.08774,Control,48,H,3
87241,ETS1,Control_48_H_3,27.24058,Control,48,H,3
87242,CDKN2A,Control_48_H_3,26.92962,Control,48,H,3
87243,PSMD14,Control_48_H_3,27.85376,Control,48,H,3
87244,RARA,Control_48_H_3,28.45632,Control,48,H,3
87245,RHOB,Control_48_H_3,25.81196,Control,48,H,3
87246,TIMP3,Control_48_H_3,22.78876,Control,48,H,3
87247,PPP3CA,Control_48_H_3,25.26707,Control,48,H,3
87248,CDKN2B,Control_48_H_3,30.87114,Control,48,H,3
87249,COL1A2,Control_48_H_3,21.53614,Control,48,H,3
87250,COL4A1,Control_48_H_3,27.73592,Control,48,H,3
87251,MMP1,Control_48_H_3,27.4099,Control,48,H,3
87252,MMP14,Control_48_H_3,22.24319,Control,48,H,3
87253,NOX4,Control_48_H_3,NA,Control,48,H,3
87254,PMEPA1,Control_48_H_3,28.69567,Control,48,H,3
87255,TIMP1,Control_48_H_3,20.6465,Control,48,H,3
87256,FGF2,Control_48_H_3,27.42764,Control,48,H,3
87258,GUSB,Control_48_H_3,26.34979,Control,48,H,3
87259,ID1,Control_48_H_3,28.86389,Control,48,H,3
87260,SKI,Control_48_H_3,24.70359,Control,48,H,3
87261,SMAD3,Control_48_H_3,25.08237,Control,48,H,3
87262,SPARC,Control_48_H_3,23.22195,Control,48,H,3
87263,TGFBR1,Control_48_H_3,26.37875,Control,48,H,3
87264,VIM,Control_48_H_3,17.94573,Control,48,H,3
87265,TP53BP1,Control_4_H_3,25.14059,Control,4,H,3
87266,ADAMTS1,Control_4_H_3,28.7131,Control,4,H,3
87267,B2M,Control_4_H_3,20.58217,Control,4,H,3
87268,BHLHE40,Control_4_H_3,29.21571,Control,4,H,3
87269,ITGA1,Control_4_H_3,28.48702,Control,4,H,3
87270,JUN,Control_4_H_3,25.32841,Control,4,H,3
87271,LARP6,Control_4_H_3,25.39183,Control,4,H,3
87272,LOXL2,Control_4_H_3,27.48341,Control,4,H,3
87273,THBS1,Control_4_H_3,22.60137,Control,4,H,3
87274,CTGF,Control_4_H_3,28.35687,Control,4,H,3
87275,EGR2,Control_4_H_3,NA,Control,4,H,3
87276,ENG,Control_4_H_3,25.09226,Control,4,H,3
87277,FBLN1,Control_4_H_3,19.76055,Control,4,H,3
87278,PPIA,Control_4_H_3,22.2849,Control,4,H,3
87279,PTEN,Control_4_H_3,25.93672,Control,4,H,3
87280,RARG,Control_4_H_3,25.02688,Control,4,H,3
87281,SERPINE1,Control_4_H_3,26.22995,Control,4,H,3
87282,VCAN,Control_4_H_3,24.47865,Control,4,H,3
87283,CAV1,Control_4_H_3,21.44259,Control,4,H,3
87285,COL1A1,Control_4_H_3,22.09538,Control,4,H,3
87287,LTBP2,Control_4_H_3,23.65083,Control,4,H,3
87288,MMP13,Control_4_H_3,28.01289,Control,4,H,3
87289,MMP2,Control_4_H_3,20.91891,Control,4,H,3
87290,PDGFA,Control_4_H_3,31.48862,Control,4,H,3
87291,THBS2,Control_4_H_3,22.99653,Control,4,H,3
87292,FBN1,Control_4_H_3,21.5711,Control,4,H,3
87293,FN1,Control_4_H_3,18.13198,Control,4,H,3
87294,GADD45B,Control_4_H_3,28.61134,Control,4,H,3
87295,HAS2,Control_4_H_3,27.78458,Control,4,H,3
87296,SERPINE2,Control_4_H_3,25.479,Control,4,H,3
87297,SKIL,Control_4_H_3,26.49312,Control,4,H,3
87298,SMAD7,Control_4_H_3,29.75354,Control,4,H,3
87299,TGFB1,Control_4_H_3,25.54513,Control,4,H,3
87300,VEGFA,Control_4_H_3,27.43092,Control,4,H,3
87302,ACTA2,Control_4_H_3,25.84778,Control,4,H,3
87303,ATP6AP1,Control_4_H_3,25.1083,Control,4,H,3
87304,BGN,Control_4_H_3,26.0078,Control,4,H,3
87305,IL6,Control_4_H_3,29.05365,Control,4,H,3
87306,ITGA2,Control_4_H_3,28.41499,Control,4,H,3
87307,JUNB,Control_4_H_3,27.78083,Control,4,H,3
87308,LOXL1,Control_4_H_3,24.72581,Control,4,H,3
87309,TGFBR2,Control_4_H_3,24.35776,Control,4,H,3
87310,COL5A1,Control_4_H_3,28.87454,Control,4,H,3
87311,DCN,Control_4_H_3,19.77526,Control,4,H,3
87312,ELN,Control_4_H_3,31.61799,Control,4,H,3
87313,ETS1,Control_4_H_3,26.72795,Control,4,H,3
87314,CDKN2A,Control_4_H_3,27.28701,Control,4,H,3
87315,PSMD14,Control_4_H_3,27.46379,Control,4,H,3
87316,RARA,Control_4_H_3,28.83628,Control,4,H,3
87317,RHOB,Control_4_H_3,25.60941,Control,4,H,3
87318,TIMP3,Control_4_H_3,22.86439,Control,4,H,3
87319,PPP3CA,Control_4_H_3,25.38844,Control,4,H,3
87320,CDKN2B,Control_4_H_3,33.9481,Control,4,H,3
87321,COL1A2,Control_4_H_3,21.87057,Control,4,H,3
87322,COL4A1,Control_4_H_3,27.52556,Control,4,H,3
87323,MMP1,Control_4_H_3,23.54792,Control,4,H,3
87324,MMP14,Control_4_H_3,23.17732,Control,4,H,3
87325,NOX4,Control_4_H_3,31.64381,Control,4,H,3
87326,PMEPA1,Control_4_H_3,29.70623,Control,4,H,3
87327,TIMP1,Control_4_H_3,20.43394,Control,4,H,3
87328,FGF2,Control_4_H_3,27.64622,Control,4,H,3
87330,GUSB,Control_4_H_3,26.91825,Control,4,H,3
87331,ID1,Control_4_H_3,29.3527,Control,4,H,3
87332,SKI,Control_4_H_3,24.8363,Control,4,H,3
87333,SMAD3,Control_4_H_3,24.94452,Control,4,H,3
87334,SPARC,Control_4_H_3,22.40817,Control,4,H,3
87335,TGFBR1,Control_4_H_3,28.24401,Control,4,H,3
87336,VIM,Control_4_H_3,18.18572,Control,4,H,3
87337,TP53BP1,Baseline_96_H_3,24.71671,Baseline,96,H,3
87338,ADAMTS1,Baseline_96_H_3,27.04939,Baseline,96,H,3
87339,B2M,Baseline_96_H_3,20.61952,Baseline,96,H,3
87340,BHLHE40,Baseline_96_H_3,29.35372,Baseline,96,H,3
87341,ITGA1,Baseline_96_H_3,27.918,Baseline,96,H,3
87342,JUN,Baseline_96_H_3,24.77805,Baseline,96,H,3
87343,LARP6,Baseline_96_H_3,25.39435,Baseline,96,H,3
87344,LOXL2,Baseline_96_H_3,28.03234,Baseline,96,H,3
87345,THBS1,Baseline_96_H_3,23.0993,Baseline,96,H,3
87346,CTGF,Baseline_96_H_3,27.16825,Baseline,96,H,3
87347,EGR2,Baseline_96_H_3,32.18768,Baseline,96,H,3
87348,ENG,Baseline_96_H_3,25.51765,Baseline,96,H,3
87349,FBLN1,Baseline_96_H_3,19.23488,Baseline,96,H,3
87350,PPIA,Baseline_96_H_3,22.74499,Baseline,96,H,3
87351,PTEN,Baseline_96_H_3,25.28055,Baseline,96,H,3
87352,RARG,Baseline_96_H_3,25.40236,Baseline,96,H,3
87353,SERPINE1,Baseline_96_H_3,27.47052,Baseline,96,H,3
87354,VCAN,Baseline_96_H_3,25.0651,Baseline,96,H,3
87355,CAV1,Baseline_96_H_3,22.36277,Baseline,96,H,3
87357,COL1A1,Baseline_96_H_3,21.89001,Baseline,96,H,3
87359,LTBP2,Baseline_96_H_3,23.96772,Baseline,96,H,3
87360,MMP13,Baseline_96_H_3,27.41256,Baseline,96,H,3
87361,MMP2,Baseline_96_H_3,20.45476,Baseline,96,H,3
87362,PDGFA,Baseline_96_H_3,30.69026,Baseline,96,H,3
87363,THBS2,Baseline_96_H_3,22.43454,Baseline,96,H,3
87364,FBN1,Baseline_96_H_3,21.38156,Baseline,96,H,3
87365,FN1,Baseline_96_H_3,19.54511,Baseline,96,H,3
87366,GADD45B,Baseline_96_H_3,28.45781,Baseline,96,H,3
87367,HAS2,Baseline_96_H_3,27.62728,Baseline,96,H,3
87368,SERPINE2,Baseline_96_H_3,26.02163,Baseline,96,H,3
87369,SKIL,Baseline_96_H_3,26.94265,Baseline,96,H,3
87370,SMAD7,Baseline_96_H_3,29.29979,Baseline,96,H,3
87371,TGFB1,Baseline_96_H_3,26.63368,Baseline,96,H,3
87372,VEGFA,Baseline_96_H_3,27.28641,Baseline,96,H,3
87374,ACTA2,Baseline_96_H_3,25.4828,Baseline,96,H,3
87375,ATP6AP1,Baseline_96_H_3,25.15348,Baseline,96,H,3
87376,BGN,Baseline_96_H_3,25.99114,Baseline,96,H,3
87377,IL6,Baseline_96_H_3,28.2429,Baseline,96,H,3
87378,ITGA2,Baseline_96_H_3,27.75837,Baseline,96,H,3
87379,JUNB,Baseline_96_H_3,26.96655,Baseline,96,H,3
87380,LOXL1,Baseline_96_H_3,24.85006,Baseline,96,H,3
87381,TGFBR2,Baseline_96_H_3,24.18612,Baseline,96,H,3
87382,COL5A1,Baseline_96_H_3,29.5583,Baseline,96,H,3
87383,DCN,Baseline_96_H_3,18.6924,Baseline,96,H,3
87384,ELN,Baseline_96_H_3,29.7518,Baseline,96,H,3
87385,ETS1,Baseline_96_H_3,27.57476,Baseline,96,H,3
87386,CDKN2A,Baseline_96_H_3,27.70045,Baseline,96,H,3
87387,PSMD14,Baseline_96_H_3,28.07879,Baseline,96,H,3
87388,RARA,Baseline_96_H_3,28.42027,Baseline,96,H,3
87389,RHOB,Baseline_96_H_3,25.23084,Baseline,96,H,3
87390,TIMP3,Baseline_96_H_3,22.75914,Baseline,96,H,3
87391,PPP3CA,Baseline_96_H_3,25.6543,Baseline,96,H,3
87392,CDKN2B,Baseline_96_H_3,29.4469,Baseline,96,H,3
87393,COL1A2,Baseline_96_H_3,21.91192,Baseline,96,H,3
87394,COL4A1,Baseline_96_H_3,28.44382,Baseline,96,H,3
87395,MMP1,Baseline_96_H_3,29.04049,Baseline,96,H,3
87396,MMP14,Baseline_96_H_3,22.39853,Baseline,96,H,3
87397,NOX4,Baseline_96_H_3,NA,Baseline,96,H,3
87398,PMEPA1,Baseline_96_H_3,28.93273,Baseline,96,H,3
87399,TIMP1,Baseline_96_H_3,21.40295,Baseline,96,H,3
87400,FGF2,Baseline_96_H_3,27.04501,Baseline,96,H,3
87402,GUSB,Baseline_96_H_3,26.75597,Baseline,96,H,3
87403,ID1,Baseline_96_H_3,28.87903,Baseline,96,H,3
87404,SKI,Baseline_96_H_3,24.56084,Baseline,96,H,3
87405,SMAD3,Baseline_96_H_3,25.46101,Baseline,96,H,3
87406,SPARC,Baseline_96_H_3,23.51089,Baseline,96,H,3
87407,TGFBR1,Baseline_96_H_3,26.55536,Baseline,96,H,3
87408,VIM,Baseline_96_H_3,18.35888,Baseline,96,H,3
87409,TP53BP1,TGFb_3_H_3,24.77979,TGFb,3,H,3
87410,ADAMTS1,TGFb_3_H_3,27.22531,TGFb,3,H,3
87411,B2M,TGFb_3_H_3,20.69025,TGFb,3,H,3
87412,BHLHE40,TGFb_3_H_3,25.67829,TGFb,3,H,3
87413,ITGA1,TGFb_3_H_3,27.75568,TGFb,3,H,3
